BTCUSD|1775886524|-8.17|-1.994e-05|-3.9514|0.8491|0.9201|0.043342
BTCUSD|1775887149|-9.5|-1.994e-05|-3.7778|0.8595|0.918|0.058458
BTCUSD|1775887521|-10.07|-1.994e-05|-4.2334|0.8679|0.9158|0.05099
BTCUSD|1775889259|-9.88|-1.994e-05|-4.1159|0.8628|0.9232|0.048573
BTCUSD|1775891908|-11.02|-1.994e-05|-4.0992|0.869|0.9269|0.055175
BTCUSD|1775892214|-10.5|-1.994e-05|-4.1928|0.8682|0.9236|0.050383
BTCUSD|1775892523|-11.72|-1.994e-05|-4.0957|0.868|0.9307|0.059767
BTCUSD|1775892829|-12.01|-1.994e-05|-4.1402|0.8639|0.9257|0.066893
BTCUSD|1775893138|-11.72|-1.994e-05|-4.1435|0.8537|0.9259|0.067856
BTCUSD|1775893444|-11.54|-1.994e-05|-3.997|0.8581|0.9378|0.059084
BTCUSD|1775893753|-14.88|-1.994e-05|-4.4952|0.854|0.9302|0.087323
BTCUSD|1775894059|-13.6|-1.994e-05|-4.3488|0.8644|0.9391|0.067407
BTCUSD|1775894368|-14.48|-1.994e-05|-4.1755|0.8697|0.9487|0.071218
BTCUSD|1775894674|-16.84|-3.168e-05|-4.4146|0.8685|0.9381|0.062021
BTCUSD|1775894983|-16.47|-3.168e-05|-4.3579|0.87|0.9305|0.064818
BTCUSD|1775895289|-18.41|-3.168e-05|-4.54|0.8726|0.9359|0.074549
BTCUSD|1775895598|-20.12|-3.168e-05|-4.4827|0.873|0.9479|0.08401
BTCUSD|1775895904|-20.98|-3.168e-05|-4.4066|0.8727|0.9529|0.090862
BTCUSD|1775896213|-16.28|-3.168e-05|-4.1579|0.8717|0.9429|0.057991
BTCUSD|1775896519|-18.88|-3.168e-05|-4.2981|0.8716|0.9581|0.06914
BTCUSD|1775896828|-18.14|-3.168e-05|-4.4417|0.873|0.9535|0.061009
BTCUSD|1775897134|-17.36|-3.168e-05|-4.3306|0.8725|0.9456|0.06213
BTCUSD|1775897443|-19.58|-3.168e-05|-4.4387|0.86|0.9541|0.080172
BTCUSD|1775897749|-18.22|-3.168e-05|-4.2438|0.8721|0.949|0.070452
BTCUSD|1775898058|-17.67|-3.168e-05|-4.1879|0.8723|0.9408|0.072396
BTCUSD|1775898364|-20.43|-3.168e-05|-4.4321|0.8719|0.9539|0.084282
BTCUSD|1775898673|-29.98|-3.168e-05|-4.3787|0.8657|0.9558|0.066521
BTCUSD|1775898979|-29.43|-3.168e-05|-4.5384|0.871|0.9546|0.053434
BTCUSD|1775899288|-19.23|-3.168e-05|-4.3474|0.8714|0.9529|0.046407
BTCUSD|1775899594|-30.79|-3.168e-05|-4.5317|0.8703|0.9529|0.064943
BTCUSD|1775899903|-22.75|-3.168e-05|-4.3547|0.8723|0.9542|0.059522
BTCUSD|1775900209|-23.08|-3.168e-05|-4.4989|0.8741|0.946|0.04653
BTCUSD|1775900518|-28.49|-3.168e-05|-4.4893|0.8746|0.9465|0.067787
BTCUSD|1775900824|-7.04|-3.168e-05|-4.181|0.8704|0.9434|0.057402
BTCUSD|1775901133|-10.68|-3.168e-05|-4.1262|0.874|0.9454|0.066646
BTCUSD|1775901439|-0.38|-3.168e-05|-3.9445|0.8681|0.9548|0.061019
BTCUSD|1775901748|-4.49|-3.168e-05|-4.056|0.8718|0.9484|0.057085
BTCUSD|1775902054|6.58|-3.168e-05|-3.8746|0.87|0.9499|0.046229
BTCUSD|1775902363|11.38|-3.168e-05|-3.8354|0.8564|0.9461|0.074603
BTCUSD|1775902669|-15.85|-3.168e-05|-4.1773|0.8727|0.9523|0.06755
BTCUSD|1775902978|-4.01|-3.168e-05|-4.3225|0.8659|0.947|0.031643
BTCUSD|1775903284|-1.89|-3.168e-05|-4.0484|0.8692|0.947|0.055051
BTCUSD|1775903593|-8.69|-3.168e-05|-4.2168|0.8691|0.9499|0.050764
BTCUSD|1775903899|-11.8|-3.168e-05|-4.1226|0.8624|0.9549|0.091023
BTCUSD|1775904208|-12.09|-3.168e-05|-4.0441|0.8735|0.9487|0.079926
BTCUSD|1775904514|-9.85|-3.168e-05|-4.1187|0.8717|0.9539|0.057649
BTCUSD|1775904523|-11.67|-3.168e-05|-4.1173|0.8717|0.954|0.06529
BTCUSD|1775904829|-9.42|-3.168e-05|-4.1569|0.8699|0.9559|0.054058
BTCUSD|1775905138|-9.78|-3.168e-05|-4.1059|0.8721|0.9569|0.055671
BTCUSD|1775905444|-6.88|-3.168e-05|-4.0968|0.867|0.9599|0.058957
BTCUSD|1775905753|-5.91|-3.168e-05|-4.1153|0.8683|0.9577|0.052082
BTCUSD|1775906059|4.05|-3.168e-05|-4.0328|0.8634|0.9512|0.054403
BTCUSD|1775906368|-1.25|-3.168e-05|-3.972|0.8686|0.9583|0.055548
BTCUSD|1775906674|-5.35|-3.168e-05|-4.0266|0.8723|0.9574|0.051207
BTCUSD|1775906983|-16.25|-3.168e-05|-4.2787|0.8637|0.9628|0.071753
BTCUSD|1775907289|-9.29|-3.168e-05|-4.2893|0.8638|0.9622|0.0463
BTCUSD|1775907598|-8.75|-3.168e-05|-4.1334|0.8687|0.961|0.055572
BTCUSD|1775907904|-7.72|-3.168e-05|-4.1433|0.8687|0.961|0.050802
BTCUSD|1775908213|-7.76|-3.168e-05|-3.9504|0.8808|0.9594|0.044822
BTCUSD|1775908519|-23.67|-3.168e-05|-4.2524|0.8813|0.9546|0.060654
BTCUSD|1775908828|-11.71|-3.168e-05|-4.0215|0.8861|0.9552|0.041433
BTCUSD|1775909134|-21.87|-3.168e-05|-4.1785|0.8866|0.9612|0.045358
BTCUSD|1775909443|-7.81|-3.168e-05|-4.1044|0.8721|0.9638|0.047211
BTCUSD|1775909749|-20.7|-3.168e-05|-4.198|0.8879|0.9611|0.036872
BTCUSD|1775910058|-13.39|-3.168e-05|-3.9485|0.8841|0.9624|0.06343
BTCUSD|1775910364|-1.4|-3.168e-05|-3.908|0.8791|0.9633|0.038612
BTCUSD|1775910673|-9.18|-3.168e-05|-3.9875|0.8803|0.9617|0.053701
BTCUSD|1775910979|-12.49|-3.168e-05|-4.1711|0.8753|0.9606|0.051841
BTCUSD|1775911234|-12.64|-3.168e-05|-4.1342|0.8754|0.9543|0.047958
BTCUSD|1775911543|-13.58|-3.168e-05|-4.4077|0.8875|0.949|0.049602
BTCUSD|1775911849|-14.53|-3.168e-05|-4.3681|0.8839|0.9608|0.064008
BTCUSD|1775912158|-13.71|-3.168e-05|-4.1692|0.8787|0.9642|0.05825
BTCUSD|1775912464|-14.84|-3.168e-05|-4.0103|0.8763|0.9576|0.106131
